charge,id,mass,t_pos,t_vel,v_x,v_y,v_z,weight,x,y,z
1.602e-19,78,6.64e-26,2.6e-08,2.595e-08,322700.61931868,0,0,10000000000000,0.082699923599244,0,0
1.602e-19,79,6.64e-26,2.6e-08,2.595e-08,333959.61084895,0,0,10000000000000,0.08384727581595,0,0
1.602e-19,80,6.64e-26,2.6e-08,2.595e-08,345259.79877546,0,0,10000000000000,0.084995329518369,0,0
1.602e-19,81,6.64e-26,2.6e-08,2.595e-08,356692.65159824,0,0,9999999999999.9,0.0861430318848,0,0
1.602e-19,82,6.64e-26,2.6e-08,2.595e-08,367995.41200638,0,0,10000000000000,0.08729025687594,0,0
1.602e-19,83,6.64e-26,2.6e-08,2.595e-08,379382.62523542,0,0,10000000000000,0.088438276431044,0,0
1.602e-19,84,6.64e-26,2.6e-08,2.595e-08,390728.36631517,0,0,10000000000000,0.089585860900038,0,0
1.602e-19,85,6.64e-26,2.6e-08,2.595e-08,402030.09185078,0,0,10000000000000,0.090733531182193,0,0
1.602e-19,86,6.64e-26,2.6e-08,2.595e-08,413332.04871799,0,0,10000000000000,0.09188107496063,0,0
1.602e-19,87,6.64e-26,2.6e-08,2.595e-08,424633.0477629,0,0,10000000000000,0.093029021573737,0,0
1.602e-19,88,6.64e-26,2.6e-08,2.595e-08,436022.0064404,0,0,10000000000000,0.094176523615755,0,0
1.602e-19,89,6.64e-26,2.6e-08,2.595e-08,447410.35852583,0,0,10000000000000,0.095324407960196,0,0
1.602e-19,90,6.64e-26,2.6e-08,2.595e-08,458712.94004738,0,0,10000000000000,0.096471621419177,0,0
1.602e-19,91,6.64e-26,2.6e-08,2.595e-08,470100.63297839,0,0,10000000000000,0.097619795457708,0,0
1.602e-19,92,6.64e-26,2.6e-08,2.595e-08,481359.13026015,0,0,10000000000000,0.098767089704489,0,0
1.602e-19,93,6.64e-26,2.6e-08,2.595e-08,492702.88284739,0,0,9999999999999.9,0.099915244104559,0,0
